"morphology","valid start year","valid end year","start year","end year","same primary"
"9964/3","2001",,"2001","2009","9895/3"
"9964/3","2001",,"2001","2009","9896/3"
"9964/3","2001",,"2001","2009","9897/3"
"9964/3","2001",,"2001","2009","9910/3"
"9964/3","2001",,"2001","2009","9920/3"
"9964/3","2001",,"2001","2009","9930/3"
"9964/3","2001",,"2001","2009","9931/3"
"9964/3","2001",,"2001","2009","9945/3"
"9964/3","2001",,"2001","2009","9946/3"
"9964/3","2001",,"2010",,"9960/3"
"9964/3","2001",,"2001","2009","9961/3"
"9964/3","2001",,"2010",,"9975/3"
"9962/3","2001",,"2001","2009","9800/3"
"9962/3","2001",,"2001","2009","9801/3"
"9962/3","2001",,"2001","2009","9840/3"
"9962/3","2001",,"2001","2009","9860/3"
"9962/3","2001",,"2001","2009","9861/3"
"9962/3","2001",,"2001","2009","9863/3"
"9962/3","2001",,"2001","2009","9866/3"
"9962/3","2001",,"2001","2009","9867/3"
"9962/3","2001",,"2001","2009","9870/3"
"9962/3","2001",,"2001","2009","9871/3"
"9962/3","2001",,"2001","2009","9872/3"
"9962/3","2001",,"2001","2009","9873/3"
"9962/3","2001",,"2001","2009","9874/3"
"9962/3","2001",,"2001","2009","9875/3"
"9962/3","2001",,"2001","2009","9876/3"
"9962/3","2001",,"2001","2009","9891/3"
"9962/3","2001",,"2001","2009","9895/3"
"9962/3","2001",,"2001","2009","9896/3"
"9962/3","2001",,"2001","2009","9897/3"
"9962/3","2001",,"2001","2009","9910/3"
"9962/3","2001",,"2001","2009","9920/3"
"9962/3","2001",,"2001","2009","9930/3"
"9962/3","2001",,"2001","2009","9931/3"
"9962/3","2001",,"2001","2009","9945/3"
"9962/3","2001",,"2001",,"9960/3"
"9962/3","2001",,"2001","2009","9961/3"
"9962/3","2001",,"2001","2009","9963/3"
"9962/3","2001",,"2010",,"9975/3"
"9654/3","2001","2009","2001",,"9590/3"
"9654/3","2001","2009","2001",,"9650/3"
"9654/3","2001","2009","2001","2009","9596/3"
"9654/3","2001","2009","2001",,"9651/3"
"9654/3","2001","2009","2001",,"9652/3"
"9654/3","2001","2009","2001",,"9653/3"
"9654/3","2001","2009","2001",,"9655/3"
"9654/3","2001","2009","2001",,"9659/3"
"9654/3","2001","2009","2001",,"9661/3"
"9654/3","2001","2009","2001",,"9662/3"
"9654/3","2001","2009","2001",,"9663/3"
"9654/3","2001","2009","2001",,"9664/3"
"9654/3","2001","2009","2001",,"9665/3"
"9654/3","2001","2009","2001",,"9667/3"
"9673/3","2001",,"2001",,"9590/3"
"9673/3","2001",,"2001",,"9591/3"
"9673/3","2001",,"2001","2009","9596/3"
"9673/3","2001",,"2001","2009","9805/3"
"9819/3","2021",,"2021",,"9590/3"
"9819/3","2021",,"2021",,"9591/3"
"9819/3","2021",,"2021",,"9728/3"
"9819/3","2021",,"2021",,"9800/3"
"9819/3","2021",,"2021",,"9801/3"
"9819/3","2021",,"2021",,"9811/3"
"9819/3","2021",,"2021",,"9820/3"
"9819/3","2021",,"2021",,"9835/3"
"9819/3","2021",,"2021",,"9836/3"
"9662/3","2001","2009","2001",,"9590/3"
"9662/3","2001","2009","2001",,"9650/3"
"9662/3","2001","2009","2001",,"9651/3"
"9662/3","2001","2009","2001",,"9652/3"
"9662/3","2001","2009","2001",,"9653/3"
"9662/3","2001","2009","2001",,"9654/3"
"9662/3","2001","2009","2001",,"9655/3"
"9662/3","2001","2009","2001",,"9659/3"
"9662/3","2001","2009","2001",,"9661/3"
"9662/3","2001","2009","2001",,"9663/3"
"9662/3","2001","2009","2001",,"9664/3"
"9662/3","2001","2009","2001",,"9665/3"
"9662/3","2001","2009","2001",,"9667/3"
"9659/3","1992",,"2001",,"9590/3"
"9659/3","1992",,"2001","2009","9596/3"
"9659/3","1992",,"2001",,"9650/3"
"9659/3","1992",,"2001",,"9651/3"
"9659/3","1992",,"2001",,"9652/3"
"9659/3","1992",,"2001",,"9653/3"
"9659/3","1992",,"2001",,"9654/3"
"9659/3","1992",,"2001",,"9655/3"
"9659/3","1992",,"2001",,"9661/3"
"9659/3","1992",,"2001",,"9662/3"
"9659/3","1992",,"2001",,"9663/3"
"9659/3","1992",,"2001",,"9664/3"
"9659/3","1992",,"2001",,"9665/3"
"9659/3","1992",,"2001",,"9667/3"
"9675/3","2001","2009","2001",,"9590/3"
"9675/3","2001","2009","2001",,"9591/3"
"9675/3","2001","2009","2001","2009","9596/3"
"9675/3","2001","2009","2001","2009","9670/3"
"9675/3","2001","2009","2001","2009","9671/3"
"9675/3","2001","2009","2001","2009","9678/3"
"9675/3","2001","2009","2001","2009","9679/3"
"9675/3","2001","2009","2001","2009","9680/3"
"9675/3","2001","2009","2001","2009","9684/3"
"9675/3","2001","2009","2001","2009","9687/3"
"9675/3","2001","2009","2001",,"9690/3"
"9675/3","2001","2009","2001",,"9691/3"
"9675/3","2001","2009","2001",,"9695/3"
"9675/3","2001","2009","2001",,"9698/3"
"9675/3","2001","2009","2001","2009","9760/3"
"9675/3","2001","2009","2001","2009","9761/3"
"9675/3","2001","2009","2001","2009","9762/3"
"9675/3","2001","2009","2001","2009","9764/3"
"9675/3","2001","2009","2001","2009","9805/3"
"9675/3","2001","2009","2001","2009","9820/3"
"9675/3","2001","2009","2001","2009","9823/3"
"9675/3","2001","2009","2001","2009","9832/3"
"9655/3","2001",,"2001",,"9590/3"
"9655/3","2001",,"2001","2009","9596/3"
"9655/3","2001",,"2001",,"9650/3"
"9655/3","2001",,"2001",,"9651/3"
"9655/3","2001",,"2001",,"9652/3"
"9655/3","2001",,"2001",,"9653/3"
"9655/3","2001",,"2001",,"9654/3"
"9655/3","2001",,"2001",,"9659/3"
"9655/3","2001",,"2001",,"9661/3"
"9655/3","2001",,"2001",,"9662/3"
"9655/3","2001",,"2001",,"9663/3"
"9655/3","2001",,"2001",,"9664/3"
"9655/3","2001",,"2001",,"9665/3"
"9655/3","2001",,"2001",,"9667/3"
"9867/3","2001",,"2001",,"9590/3"
"9867/3","2001",,"2001",,"9800/3"
"9867/3","2001",,"2001",,"9801/3"
"9867/3","2001",,"2001","2009","9805/3"
"9867/3","2001",,"2001","2009","9840/3"
"9867/3","2001",,"2001",,"9860/3"
"9867/3","2001",,"2001",,"9861/3"
"9867/3","2001",,"2001","2009","9863/3"
"9867/3","2001",,"2001","2009","9866/3"
"9867/3","2001",,"2001","2009","9870/3"
"9867/3","2001",,"2001","2009","9871/3"
"9867/3","2001",,"2001","2009","9872/3"
"9867/3","2001",,"2001","2009","9873/3"
"9867/3","2001",,"2001","2009","9874/3"
"9867/3","2001",,"2001","2009","9875/3"
"9867/3","2001",,"2001","2009","9876/3"
"9867/3","2001",,"2001","2009","9891/3"
"9867/3","2001",,"2001","2009","9895/3"
"9867/3","2001",,"2001","2009","9896/3"
"9867/3","2001",,"2001","2009","9897/3"
"9867/3","2001",,"2001","2009","9910/3"
"9867/3","2001",,"2001","2009","9920/3"
"9867/3","2001",,"2001","2009","9930/3"
"9867/3","2001",,"2001","2009","9931/3"
"9867/3","2001",,"2001","2009","9945/3"
"9867/3","2001",,"2001","2009","9946/3"
"9867/3","2001",,"2001","2009","9960/3"
"9867/3","2001",,"2001","2009","9961/3"
"9867/3","2001",,"2001","2009","9962/3"
"9867/3","2001",,"2001","2009","9963/3"
"9867/3","2001",,"2001","2009","9964/3"
"9867/3","2001",,"2001","2009","9980/3"
"9867/3","2001",,"2001","2009","9982/3"
"9867/3","2001",,"2001","2009","9983/3"
"9867/3","2001",,"2001","2009","9984/3"
"9867/3","2001",,"2001","2009","9985/3"
"9867/3","2001",,"2001","2009","9987/3"
"9867/3","2001",,"2001","2009","9989/3"
"9867/3","2001",,"2001","2009","9986/3"
"9737/3","2010",,"2010",,"9590/3"
"9737/3","2010",,"2010",,"9591/3"
"9737/3","2010",,"2010",,"9679/3"
"9737/3","2010",,"2010",,"9680/3"
"9737/3","2010",,"2010",,"9684/3"
"9698/3","2001",,"2001",,"9590/3"
"9698/3","2001",,"2001",,"9591/3"
"9698/3","2001",,"2001","2009","9596/3"
"9698/3","2001",,"2001",,"9675/3"
"9698/3","2001",,"2001","2009","9678/3"
"9698/3","2001",,"2001","2009","9679/3"
"9698/3","2001",,"2001","2009","9680/3"
"9698/3","2001",,"2001","2009","9684/3"
"9698/3","2001",,"2001",,"9690/3"
"9698/3","2001",,"2001",,"9691/3"
"9698/3","2001",,"2001",,"9695/3"
"9698/3","2001",,"2001","2009","9805/3"
"9698/3","2001",,"2001","2009","9820/3"
"9966/3","2010",,"2010",,"9800/3"
"9966/3","2010",,"2010",,"9801/3"
"9966/3","2010",,"2010",,"9860/3"
"9966/3","2010",,"2010",,"9861/3"
"9966/3","2010",,"2010",,"9863/3"
"9653/3","2001",,"2001",,"9590/3"
"9653/3","2001",,"2001","2009","9596/3"
"9653/3","2001",,"2001",,"9650/3"
"9653/3","2001",,"2001",,"9651/3"
"9653/3","2001",,"2001",,"9652/3"
"9653/3","2001",,"2001",,"9654/3"
"9653/3","2001",,"2001",,"9655/3"
"9653/3","2001",,"2001",,"9659/3"
"9653/3","2001",,"2001",,"9661/3"
"9653/3","2001",,"2001",,"9662/3"
"9653/3","2001",,"2001",,"9663/3"
"9653/3","2001",,"2001",,"9664/3"
"9653/3","2001",,"2001",,"9665/3"
"9653/3","2001",,"2001",,"9667/3"
"9724/3","2010",,"2010",,"9590/3"
"9724/3","2010",,"2010",,"9591/3"
"9738/3","2010","2020","2010",,"9590/3"
"9738/3","2010","2020","2010",,"9591/3"
"9738/3","2010","2020","2010",,"9735/3"
"9965/3","2010",,"2010",,"9800/3"
"9965/3","2010",,"2010",,"9801/3"
"9965/3","2010",,"2010",,"9860/3"
"9965/3","2010",,"2010",,"9861/3"
"9661/3","2001","2009","2001",,"9590/3"
"9661/3","2001","2009","2001",,"9650/3"
"9661/3","2001","2009","2001",,"9651/3"
"9661/3","2001","2009","2001",,"9652/3"
"9661/3","2001","2009","2001",,"9653/3"
"9661/3","2001","2009","2001",,"9654/3"
"9661/3","2001","2009","2001",,"9655/3"
"9661/3","2001","2009","2001",,"9659/3"
"9661/3","2001","2009","2001",,"9662/3"
"9661/3","2001","2009","2001",,"9663/3"
"9661/3","2001","2009","2001",,"9664/3"
"9661/3","2001","2009","2001",,"9665/3"
"9661/3","2001","2009","2001",,"9667/3"
"9665/3","2001","2009","2001",,"9590/3"
"9665/3","2001","2009","2001","2009","9596/3"
"9665/3","2001","2009","2001",,"9650/3"
"9665/3","2001","2009","2001",,"9651/3"
"9665/3","2001","2009","2001",,"9652/3"
"9665/3","2001","2009","2001",,"9653/3"
"9665/3","2001","2009","2001",,"9654/3"
"9665/3","2001","2009","2001",,"9655/3"
"9665/3","2001","2009","2001",,"9659/3"
"9665/3","2001","2009","2001",,"9661/3"
"9665/3","2001","2009","2001",,"9662/3"
"9665/3","2001","2009","2001",,"9663/3"
"9665/3","2001","2009","2001",,"9664/3"
"9665/3","2001","2009","2001",,"9667/3"
"9870/3","2001",,"2001",,"9590/3"
"9870/3","2001",,"2001",,"9800/3"
"9870/3","2001",,"2001",,"9801/3"
"9870/3","2001",,"2001","2009","9805/3"
"9870/3","2001",,"2001","2009","9840/3"
"9870/3","2001",,"2001",,"9860/3"
"9870/3","2001",,"2001",,"9861/3"
"9870/3","2001",,"2001","2009","9863/3"
"9870/3","2001",,"2001","2009","9866/3"
"9870/3","2001",,"2001","2009","9867/3"
"9870/3","2001",,"2001","2009","9871/3"
"9870/3","2001",,"2001","2009","9872/3"
"9870/3","2001",,"2001","2009","9873/3"
"9870/3","2001",,"2001","2009","9874/3"
"9870/3","2001",,"2001","2009","9875/3"
"9870/3","2001",,"2001","2009","9876/3"
"9870/3","2001",,"2001","2009","9891/3"
"9870/3","2001",,"2001","2009","9895/3"
"9870/3","2001",,"2001","2009","9896/3"
"9870/3","2001",,"2001","2009","9897/3"
"9870/3","2001",,"2001","2009","9910/3"
"9870/3","2001",,"2001","2009","9920/3"
"9870/3","2001",,"2001","2009","9930/3"
"9870/3","2001",,"2001","2009","9931/3"
"9870/3","2001",,"2001","2009","9945/3"
"9870/3","2001",,"2001","2009","9946/3"
"9870/3","2001",,"2001","2009","9960/3"
"9870/3","2001",,"2001","2009","9961/3"
"9870/3","2001",,"2001","2009","9962/3"
"9870/3","2001",,"2001","2009","9963/3"
"9870/3","2001",,"2001","2009","9964/3"
"9870/3","2001",,"2001","2009","9980/3"
"9870/3","2001",,"2001","2009","9982/3"
"9870/3","2001",,"2001","2009","9983/3"
"9870/3","2001",,"2001","2009","9984/3"
"9870/3","2001",,"2001","2009","9985/3"
"9870/3","2001",,"2001","2009","9986/3"
"9870/3","2001",,"2001","2009","9987/3"
"9870/3","2001",,"2001","2009","9989/3"
"9871/3","2001",,"2001",,"9590/3"
"9871/3","2001",,"2001",,"9800/3"
"9871/3","2001",,"2001",,"9801/3"
"9871/3","2001",,"2001","2009","9805/3"
"9871/3","2001",,"2001",,"9840/3"
"9871/3","2001",,"2001",,"9860/3"
"9871/3","2001",,"2001",,"9861/3"
"9871/3","2001",,"2001","2009","9863/3"
"9871/3","2001",,"2001","2009","9866/3"
"9871/3","2001",,"2001","2009","9867/3"
"9871/3","2001",,"2001","2009","9870/3"
"9871/3","2001",,"2001","2009","9872/3"
"9871/3","2001",,"2001","2009","9873/3"
"9871/3","2001",,"2001","2009","9874/3"
"9871/3","2001",,"2001","2009","9875/3"
"9871/3","2001",,"2001","2009","9876/3"
"9871/3","2001",,"2001","2009","9891/3"
"9871/3","2001",,"2001","2009","9895/3"
"9871/3","2001",,"2001","2009","9896/3"
"9871/3","2001",,"2001","2009","9897/3"
"9871/3","2001",,"2001","2009","9910/3"
"9871/3","2001",,"2001","2009","9920/3"
"9871/3","2001",,"2001","2009","9930/3"
"9871/3","2001",,"2001","2009","9931/3"
"9871/3","2001",,"2001","2009","9945/3"
"9871/3","2001",,"2001","2009","9946/3"
"9871/3","2001",,"2001","2009","9960/3"
"9871/3","2001",,"2001","2009","9961/3"
"9871/3","2001",,"2001","2009","9962/3"
"9871/3","2001",,"2001","2009","9963/3"
"9871/3","2001",,"2001","2009","9964/3"
"9871/3","2001",,"2001","2009","9980/3"
"9871/3","2001",,"2001","2009","9982/3"
"9871/3","2001",,"2001","2009","9983/3"
"9871/3","2001",,"2001","2009","9984/3"
"9871/3","2001",,"2001","2009","9985/3"
"9871/3","2001",,"2001","2009","9986/3"
"9871/3","2001",,"2001","2009","9987/3"
"9871/3","2001",,"2001","2009","9989/3"
"9671/3","2001",,"2001",,"9590/3"
"9671/3","2001",,"2001",,"9591/3"
"9671/3","2001",,"2001","2009","9596/3"
"9671/3","2001",,"2001","2009","9670/3"
"9671/3","2001",,"2001","2009","9675/3"
"9671/3","2001",,"2001","2009","9678/3"
"9671/3","2001",,"2001","2009","9679/3"
"9671/3","2001",,"2001","2009","9680/3"
"9671/3","2001",,"2001","2009","9684/3"
"9671/3","2001",,"2001","2009","9760/3"
"9671/3","2001",,"2001",,"9761/3"
"9671/3","2001",,"2010",,"9762/3"
"9671/3","2001",,"2001","2009","9805/3"
"9671/3","2001",,"2010",,"9820/3"
"9671/3","2001",,"2001","2009","9823/3"
"9671/3","2001",,"2001","2009","9832/3"
"9671/3","2001",,"2001","2009","9833/3"
"9837/3","2001",,"2001",,"9590/3"
"9837/3","2001",,"2001",,"9591/3"
"9837/3","2001",,"2001","2009","9596/3"
"9837/3","2001",,"2001","2009","9727/3"
"9837/3","2001",,"2001",,"9729/3"
"9837/3","2001",,"2001",,"9800/3"
"9837/3","2001",,"2001",,"9801/3"
"9837/3","2001",,"2001","2009","9805/3"
"9837/3","2001",,"2001",,"9820/3"
"9837/3","2001",,"2001","2009","9835/3"
"9650/3","2001",,"2001",,"9590/3"
"9650/3","2001",,"2001","2009","9596/3"
"9650/3","2001",,"2001",,"9651/3"
"9650/3","2001",,"2001",,"9652/3"
"9650/3","2001",,"2001",,"9653/3"
"9650/3","2001",,"2001",,"9654/3"
"9650/3","2001",,"2001",,"9655/3"
"9650/3","2001",,"2001",,"9659/3"
"9650/3","2001",,"2001",,"9661/3"
"9650/3","2001",,"2001",,"9662/3"
"9650/3","2001",,"2001",,"9663/3"
"9650/3","2001",,"2001",,"9664/3"
"9650/3","2001",,"2001",,"9665/3"
"9650/3","2001",,"2001",,"9667/3"
"9866/3","2001",,"2001",,"9590/3"
"9866/3","2001",,"2001",,"9800/3"
"9866/3","2001",,"2001",,"9801/3"
"9866/3","2001",,"2001","2009","9805/3"
"9866/3","2001",,"2001",,"9840/3"
"9866/3","2001",,"2001",,"9860/3"
"9866/3","2001",,"2001",,"9861/3"
"9866/3","2001",,"2001","2009","9863/3"
"9866/3","2001",,"2001","2009","9867/3"
"9866/3","2001",,"2001","2009","9870/3"
"9866/3","2001",,"2001","2009","9871/3"
"9866/3","2001",,"2001","2009","9872/3"
"9866/3","2001",,"2001","2009","9873/3"
"9866/3","2001",,"2001","2009","9874/3"
"9866/3","2001",,"2001","2009","9875/3"
"9866/3","2001",,"2001","2009","9876/3"
"9866/3","2001",,"2001","2009","9891/3"
"9866/3","2001",,"2001","2009","9895/3"
"9866/3","2001",,"2001","2009","9896/3"
"9866/3","2001",,"2001","2009","9897/3"
"9866/3","2001",,"2001","2009","9910/3"
"9866/3","2001",,"2001","2009","9920/3"
"9866/3","2001",,"2001","2009","9930/3"
"9866/3","2001",,"2001","2009","9931/3"
"9866/3","2001",,"2001","2009","9945/3"
"9866/3","2001",,"2001","2009","9946/3"
"9866/3","2001",,"2001","2009","9960/3"
"9866/3","2001",,"2001","2009","9961/3"
"9866/3","2001",,"2001","2009","9962/3"
"9866/3","2001",,"2001","2009","9963/3"
"9866/3","2001",,"2001","2009","9964/3"
"9866/3","2001",,"2001","2009","9980/3"
"9866/3","2001",,"2001","2009","9982/3"
"9866/3","2001",,"2001","2009","9983/3"
"9866/3","2001",,"2001","2009","9984/3"
"9866/3","2001",,"2001","2009","9985/3"
"9866/3","2001",,"2001","2009","9986/3"
"9866/3","2001",,"2001","2009","9987/3"
"9866/3","2001",,"2001","2009","9989/3"
"9750/3","2001","2009","2001","2009","9590/3"
"9750/3","2001","2009","2010",,"9751/3"
"9750/3","2001","2009","2001",,"9754/3"
"9750/3","2001","2009","2001",,"9755/3"
"9750/3","2001","2009","2001",,"9756/3"
"9699/3","2001",,"2001",,"9590/3"
"9699/3","2001",,"2001",,"9591/3"
"9699/3","2001",,"2001","2009","9596/3"
"9699/3","2001",,"2001","2009","9689/3"
"9699/3","2001",,"2001","2009","9805/3"
"9678/3","2001",,"2001",,"9590/3"
"9678/3","2001",,"2001",,"9591/3"
"9678/3","2001",,"2001","2009","9596/3"
"9678/3","2001",,"2001","2009","9670/3"
"9678/3","2001",,"2001","2009","9671/3"
"9678/3","2001",,"2001","2009","9675/3"
"9678/3","2001",,"2001","2009","9679/3"
"9678/3","2001",,"2001","2009","9680/3"
"9678/3","2001",,"2001","2009","9684/3"
"9678/3","2001",,"2001","2009","9687/3"
"9678/3","2001",,"2001","2009","9690/3"
"9678/3","2001",,"2001","2009","9691/3"
"9678/3","2001",,"2001","2009","9695/3"
"9678/3","2001",,"2001","2009","9698/3"
"9678/3","2001",,"2001","2009","9760/3"
"9678/3","2001",,"2001","2009","9761/3"
"9678/3","2001",,"2001","2009","9762/3"
"9678/3","2001",,"2001","2009","9764/3"
"9678/3","2001",,"2001","2009","9805/3"
"9678/3","2001",,"2001","2009","9820/3"
"9678/3","2001",,"2001","2009","9823/3"
"9678/3","2001",,"2001","2009","9832/3"
"9678/3","2001",,"2001","2009","9833/3"
"9729/3","2001","2009","2001",,"9590/3"
"9729/3","2001","2009","2001",,"9591/3"
"9729/3","2001","2009","2001","2009","9596/3"
"9729/3","2001","2009","2001","2009","9727/3"
"9729/3","2001","2009","2001","2009","9728/3"
"9729/3","2001","2009","2001",,"9800/3"
"9729/3","2001","2009","2001",,"9801/3"
"9729/3","2001","2009","2001","2009","9805/3"
"9729/3","2001","2009","2001",,"9820/3"
"9729/3","2001","2009","2001","2009","9835/3"
"9729/3","2001","2009","2001","2009","9836/3"
"9729/3","2001","2009","2001",,"9837/3"
"9891/3","2001",,"2001",,"9590/3"
"9891/3","2001",,"2001",,"9800/3"
"9891/3","2001",,"2001",,"9801/3"
"9891/3","2001",,"2001","2009","9805/3"
"9891/3","2001",,"2001","2009","9840/3"
"9891/3","2001",,"2001",,"9860/3"
"9891/3","2001",,"2001",,"9861/3"
"9891/3","2001",,"2001","2009","9863/3"
"9891/3","2001",,"2001","2009","9866/3"
"9891/3","2001",,"2001","2009","9867/3"
"9891/3","2001",,"2001","2009","9870/3"
"9891/3","2001",,"2001","2009","9871/3"
"9891/3","2001",,"2001","2009","9872/3"
"9891/3","2001",,"2001","2009","9873/3"
"9891/3","2001",,"2001","2009","9874/3"
"9891/3","2001",,"2001","2009","9875/3"
"9891/3","2001",,"2001","2009","9876/3"
"9891/3","2001",,"2001","2009","9895/3"
"9891/3","2001",,"2001","2009","9896/3"
"9891/3","2001",,"2001","2009","9897/3"
"9891/3","2001",,"2001","2009","9910/3"
"9891/3","2001",,"2001","2009","9920/3"
"9891/3","2001",,"2001","2009","9930/3"
"9891/3","2001",,"2001","2009","9931/3"
"9891/3","2001",,"2001","2009","9945/3"
"9891/3","2001",,"2001","2009","9946/3"
"9891/3","2001",,"2001","2009","9960/3"
"9891/3","2001",,"2001","2009","9961/3"
"9891/3","2001",,"2001","2009","9962/3"
"9891/3","2001",,"2001","2009","9963/3"
"9891/3","2001",,"2001","2009","9964/3"
"9891/3","2001",,"2001","2009","9980/3"
"9891/3","2001",,"2001","2009","9982/3"
"9891/3","2001",,"2001","2009","9983/3"
"9891/3","2001",,"2001","2009","9984/3"
"9891/3","2001",,"2001","2009","9985/3"
"9891/3","2001",,"2001","2009","9986/3"
"9891/3","2001",,"2001","2009","9987/3"
"9891/3","2001",,"2001","2009","9989/3"
"9663/3","2001",,"2001",,"9590/3"
"9663/3","2001",,"2001","2009","9596/3"
"9663/3","2001",,"2001",,"9650/3"
"9663/3","2001",,"2001",,"9651/3"
"9663/3","2001",,"2001",,"9652/3"
"9663/3","2001",,"2001",,"9653/3"
"9663/3","2001",,"2001",,"9654/3"
"9663/3","2001",,"2001",,"9655/3"
"9663/3","2001",,"2001",,"9659/3"
"9663/3","2001",,"2001",,"9661/3"
"9663/3","2001",,"2001",,"9662/3"
"9663/3","2001",,"2001",,"9664/3"
"9663/3","2001",,"2001",,"9665/3"
"9663/3","2001",,"2001",,"9667/3"
"9875/3","2001",,"2001","2009","9590/3"
"9875/3","2001",,"2001",,"9800/3"
"9875/3","2001",,"2001","2009","9801/3"
"9875/3","2001",,"2001","2009","9805/3"
"9875/3","2001",,"2001","2009","9840/3"
"9875/3","2001",,"2001","2009","9860/3"
"9875/3","2001",,"2001","2009","9861/3"
"9875/3","2001",,"2001",,"9863/3"
"9875/3","2001",,"2001","2009","9866/3"
"9875/3","2001",,"2001","2009","9867/3"
"9875/3","2001",,"2001","2009","9870/3"
"9875/3","2001",,"2001","2009","9871/3"
"9875/3","2001",,"2001","2009","9872/3"
"9875/3","2001",,"2001","2009","9873/3"
"9875/3","2001",,"2001","2009","9874/3"
"9875/3","2001",,"2001","2009","9876/3"
"9875/3","2001",,"2001","2009","9891/3"
"9875/3","2001",,"2001","2009","9895/3"
"9875/3","2001",,"2001","2009","9896/3"
"9875/3","2001",,"2001","2009","9897/3"
"9875/3","2001",,"2001","2009","9910/3"
"9875/3","2001",,"2001","2009","9920/3"
"9875/3","2001",,"2001","2009","9930/3"
"9875/3","2001",,"2001","2009","9931/3"
"9875/3","2001",,"2001","2009","9945/3"
"9875/3","2001",,"2001","2009","9946/3"
"9875/3","2001",,"2001",,"9960/3"
"9875/3","2001",,"2001","2009","9961/3"
"9875/3","2001",,"2001","2009","9962/3"
"9875/3","2001",,"2001","2009","9963/3"
"9875/3","2001",,"2001","2009","9964/3"
"9875/3","2001",,"2010",,"9975/3"
"9875/3","2001",,"2001","2009","9980/3"
"9875/3","2001",,"2001","2009","9982/3"
"9875/3","2001",,"2001","2009","9983/3"
"9875/3","2001",,"2001","2009","9984/3"
"9875/3","2001",,"2001","2009","9985/3"
"9875/3","2001",,"2001","2009","9986/3"
"9875/3","2001",,"2001","2009","9987/3"
"9875/3","2001",,"2001","2009","9989/3"
"9876/3","2001",,"2001","2009","9590/3"
"9876/3","2001",,"2001",,"9800/3"
"9876/3","2001",,"2001","2009","9801/3"
"9876/3","2001",,"2001","2009","9805/3"
"9876/3","2001",,"2001","2009","9840/3"
"9876/3","2001",,"2001",,"9860/3"
"9876/3","2001",,"2001","2009","9861/3"
"9876/3","2001",,"2001",,"9863/3"
"9876/3","2001",,"2001","2009","9866/3"
"9876/3","2001",,"2001","2009","9867/3"
"9876/3","2001",,"2001","2009","9870/3"
"9876/3","2001",,"2001","2009","9871/3"
"9876/3","2001",,"2001","2009","9872/3"
"9876/3","2001",,"2001","2009","9873/3"
"9876/3","2001",,"2001","2009","9874/3"
"9876/3","2001",,"2001","2009","9875/3"
"9876/3","2001",,"2001","2009","9891/3"
"9876/3","2001",,"2001","2009","9895/3"
"9876/3","2001",,"2001","2009","9896/3"
"9876/3","2001",,"2001","2009","9897/3"
"9876/3","2001",,"2001","2009","9910/3"
"9876/3","2001",,"2001","2009","9920/3"
"9876/3","2001",,"2001","2009","9930/3"
"9876/3","2001",,"2001","2009","9931/3"
"9876/3","2001",,"2001","2009","9945/3"
"9876/3","2001",,"2001","2009","9946/3"
"9876/3","2001",,"2001",,"9960/3"
"9876/3","2001",,"2001","2009","9961/3"
"9876/3","2001",,"2001","2009","9962/3"
"9876/3","2001",,"2001","2009","9963/3"
"9876/3","2001",,"2001","2009","9964/3"
"9876/3","2001",,"2010",,"9975/3"
"9876/3","2001",,"2001","2009","9980/3"
"9876/3","2001",,"2001","2009","9982/3"
"9876/3","2001",,"2001","2009","9983/3"
"9876/3","2001",,"2001","2009","9984/3"
"9876/3","2001",,"2001","2009","9985/3"
"9876/3","2001",,"2001","2009","9986/3"
"9876/3","2001",,"2001","2009","9987/3"
"9876/3","2001",,"2001","2009","9989/3"
"9664/3","2001","2009","2001",,"9590/3"
"9664/3","2001","2009","2001","2009","9596/3"
"9664/3","2001","2009","2001",,"9650/3"
"9664/3","2001","2009","2001",,"9651/3"
"9664/3","2001","2009","2001",,"9652/3"
"9664/3","2001","2009","2001",,"9653/3"
"9664/3","2001","2009","2001",,"9654/3"
"9664/3","2001","2009","2001",,"9655/3"
"9664/3","2001","2009","2001",,"9659/3"
"9664/3","2001","2009","2001",,"9661/3"
"9664/3","2001","2009","2001",,"9662/3"
"9664/3","2001","2009","2001",,"9663/3"
"9664/3","2001","2009","2001",,"9665/3"
"9664/3","2001","2009","2001",,"9667/3"
"9670/3","2001","2009","2001",,"9590/3"
"9670/3","2001","2009","2001",,"9591/3"
"9670/3","2001","2009","2001","2009","9596/3"
"9670/3","2001","2009","2001","2009","9671/3"
"9670/3","2001","2009","2001","2009","9675/3"
"9670/3","2001","2009","2001","2009","9678/3"
"9670/3","2001","2009","2001","2009","9679/3"
"9670/3","2001","2009","2001","2009","9680/3"
"9670/3","2001","2009","2001","2009","9684/3"
"9670/3","2001","2009","2001","2009","9760/3"
"9670/3","2001","2009","2001","2009","9761/3"
"9670/3","2001","2009","2001",,"9800/3"
"9670/3","2001","2009","2001","2009","9805/3"
"9670/3","2001","2009","2001",,"9820/3"
"9670/3","2001","2009","2001",,"9823/3"
"9670/3","2001","2009","2001","2009","9832/3"
"9670/3","2001","2009","2001","2009","9833/3"
"9896/3","2001",,"2001",,"9590/3"
"9896/3","2001",,"2001",,"9800/3"
"9896/3","2001",,"2001",,"9801/3"
